                           1                            2                            3                            4                            5                            6                            7                            8 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days                     compiler                        build             MESA_SDK_version                         date 
                       11701      3.1616784592325363E+001      1.1065874607313877E+001      1.0000000000000000E+002                   "gfortran"                      "8.3.0"      "x86_64-linux-20190503"                   "20210303" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51 
                              10          4.6183664463128264E+002          1.0000044635282721E+002          3.1676576585415319E+002          4.1565626586140979E+001          1.1875861221171226E+002          8.0352447355092487E+000          4.5891523066940989E+000          1.4943077883743049E+002          9.2720023045681444E+001         -9.4622764601761866E-001         -9.5050527215213154E-001          3.1616691882843178E+001          1.1065872059438970E+001         -9.8999999999999986E+001         -6.6952236348665037E+000         -8.2580973840319221E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6952236348665037E+000         -8.2580973840319221E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7632068637427464E+054          1.2082010699056117E+051          1.1845353468070892E+050          5.7645335183473323E+054         -3.6957202212062010E+038          0.0000000000000000E+000         -2.2532154244579093E+032         -3.6957179681822258E+038          1.9144929564293192E+028          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3196467763844508E+001          1.2702872903428865E+001          9.9886637240388387E-001          1.0075453489385278E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          9.5491386860613036E+020          4.9611150628857990E+020          5.6818224715655157E+021          1.5921516795210308E+020 
                              11          5.7199519433826549E+002          1.0000055375191445E+002          3.1676593595508444E+002          4.1565624301260613E+001          1.1875852840364432E+002          8.0262298593019352E+000          4.5889536028085196E+000          1.4943084079177714E+002          9.2720088642227097E+001         -9.4628799639502803E-001         -9.5050745021916860E-001          3.1616669570906154E+001          1.1065871451140820E+001         -9.8999999999999986E+001         -6.6934809342288322E+000         -8.2579017144082609E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6934809342288322E+000         -8.2579017144082609E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7632055746332379E+054          1.2081943327391609E+051          1.1845347528384605E+050          5.7645322224412607E+054         -3.7081736747544658E+038          0.0000000000000000E+000         -2.2532080645361081E+032         -3.7081714217355855E+038          1.8918367253585727E+028          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3197762874050708E+001          1.2702857581610575E+001          9.9560275338060877E-001          1.0071826203747265E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          1.0010168797083390E+021          4.9759316926975561E+020          5.7232895785946380E+021          1.5920955097343377E+020 
                              12          7.0418545398664492E+002          1.0000068333122228E+002          3.1676614118539050E+002          4.1565621557595712E+001          1.1875842727449907E+002          8.0135666001458361E+000          4.5886661002125981E+000          1.4943091552901657E+002          9.2720167796165413E+001         -9.4637276649362601E-001         -9.5051059322605780E-001          3.1616642647636986E+001          1.1065870720701350E+001         -9.8999999999999986E+001         -6.6910716624411855E+000         -8.2576152222879564E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6910716624411855E+000         -8.2576152222879564E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7632040204756718E+054          1.2081861948157263E+051          1.1845340394111228E+050          5.7645306600744288E+054         -3.7254956066482571E+038          0.0000000000000000E+000         -2.2531991934381780E+032         -3.7254933537339746E+038          2.8491066757954754E+028          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3203733275027171E+001          1.2702838163493288E+001          9.9147356649602392E-001          1.0069111418217971E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          1.0598574188237040E+021          5.0448099608151838E+020          5.8355799886134552E+021          1.5920243257624222E+020 
                              13          8.6281376556470013E+002          1.0000083998075216E+002          3.1676638928987495E+002          4.1565618262048247E+001          1.1875830499758817E+002          7.9958908311666619E+000          4.5882527831302991E+000          1.4943100585997777E+002          9.2720263502785969E+001         -9.4649108606911814E-001         -9.5051510198746969E-001          3.1616610094269028E+001          1.1065869843335140E+001         -9.8999999999999986E+001         -6.6877847744619405E+000         -8.2571997973513849E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6877847744619405E+000         -8.2571997973513849E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7632021435615153E+054          1.2081763452912823E+051          1.1845331823562396E+050          5.7645287732250426E+054         -3.7493170983026409E+038          0.0000000000000000E+000         -2.2531884831185321E+032         -3.7493148455632854E+038          4.4912751787078484E+028          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3207058953355146E+001          1.2702814947181762E+001          9.8641193432409413E-001          1.0064117990416179E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          1.1472576456901062E+021          5.0835896782425647E+020          5.9174389869755037E+021          1.5919392223444831E+020 
                              14          1.0531677394583664E+003          1.0000102984299271E+002          3.1676668999701087E+002          4.1565614301955776E+001          1.1875815676184010E+002          7.9713227726781044E+000          4.5876606113306186E+000          1.4943111531151345E+002          9.2720379527939372E+001         -9.4665553585636697E-001         -9.5052155055137333E-001          3.1616570629966393E+001          1.1065868789048086E+001         -9.8999999999999986E+001         -6.6833575148754223E+000         -8.2566030749038628E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6833575148754223E+000         -8.2566030749038628E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631998717871894E+054          1.2081643963886400E+051          1.1845321521522057E+050          5.7645264893987932E+054         -3.7817403169417806E+038          0.0000000000000000E+000         -2.2531755241002213E+032         -3.7817380643849525E+038          6.1869550504119634E+028          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3215522040976007E+001          1.2702787861480486E+001          9.7941065260139304E-001          1.0058354851339639E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          1.2663489551656564E+021          5.1836250132004720E+020          6.0792928869973722E+021          1.5918399407568673E+020 
                              15          1.2815925081307660E+003          1.0000126071509526E+002          3.1676705565588816E+002          4.1565609540527838E+001          1.1875797645401090E+002          7.9372803748574334E+000          4.5868163819785277E+000          1.4943124835484232E+002          9.2720520656818607E+001         -9.4688339646330588E-001         -9.5053073095916429E-001          3.1616522627219876E+001          1.1065867521422394E+001         -9.8999999999999986E+001         -6.6774771071690875E+000         -8.2557521607736675E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6774771071690875E+000         -8.2557521607736675E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631971141867472E+054          1.2081498481806115E+051          1.1845309130951114E+050          5.7645237171262376E+054         -3.8253978583976951E+038          0.0000000000000000E+000         -2.2531598002011142E+032         -3.8253956060405679E+038          8.0267293052219024E+028          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3222837994686097E+001          1.2702759509082899E+001          9.6962422597299347E-001          1.0050639162278623E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          1.4302165101460898E+021          5.2716859551053500E+020          6.2270860500219032E+021          1.5917360227758660E+020 
                              16          1.5557022305376454E+003          1.0000154259842529E+002          3.1676750210656439E+002          4.1565603810962962E+001          1.1875775622409823E+002          7.8903049943336185E+000          4.5856163901629490E+000          1.4943141071724179E+002          9.2720693034182531E+001         -9.4719781499444000E-001         -9.5054376493419435E-001          3.1616463996148351E+001          1.1065865996050283E+001         -9.8999999999999986E+001         -6.6697966084544724E+000         -8.2545486380135458E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6697966084544724E+000         -8.2545486380135458E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631937548593660E+054          1.2081320525121281E+051          1.1845294215081508E+050          5.7645203398540290E+054         -3.8834378052524363E+038          0.0000000000000000E+000         -2.2531406539195833E+032         -3.8834355531824048E+038          1.0706224660424658E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3238044867134830E+001          1.2702733736041733E+001          9.5599230768884036E-001          1.0039968863070798E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          1.6595194882910566E+021          5.4595444094487193E+020          6.4678504075992467E+021          1.5916415646086559E+020 
                              17          1.8846338974259006E+003          1.0000188843326838E+002          3.1676804984363866E+002          4.1565596908664020E+001          1.1875748590427125E+002          7.8261578533170351E+000          4.5839155811301104E+000          1.4943160979867540E+002          9.2720904619266975E+001         -9.4762715958249422E-001         -9.5056222110911559E-001          3.1616392029802050E+001          1.1065864158461315E+001         -9.8999999999999986E+001         -6.6599762315729230E+000         -8.2528573108048491E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6599762315729230E+000         -8.2528573108048491E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631896448581644E+054          1.2081101593753117E+051          1.1845276236556800E+050          5.7645162077799053E+054         -3.9593575919952844E+038          0.0000000000000000E+000         -2.2531172395899023E+032         -3.9593553402962172E+038          1.4181722069394511E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3252876943812753E+001          1.2702719752869026E+001          9.3762461096954075E-001          1.0024757725146534E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          2.0110739262962585E+021          5.6492198921473537E+020          6.7613394487852904E+021          1.5915903186418729E+020 
                              18          2.2793518976918072E+003          1.0000231500457548E+002          3.1676872545068107E+002          4.1565588580751509E+001          1.1875715229345629E+002          7.7407179791444989E+000          4.5815122788003855E+000          1.4943185518621075E+002          9.2721165745891000E+001         -9.4819901038169818E-001         -9.5058828001196249E-001          3.1616303213699506E+001          1.1065861941330310E+001         -9.8999999999999986E+001         -6.6477952204993507E+000         -8.2504955769249140E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6477952204993507E+000         -8.2504955769249140E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631845921107167E+054          1.2080830572177068E+051          1.1845254527954654E+050          5.7645111277132139E+054         -4.0562911837300413E+038          0.0000000000000000E+000         -2.2530884627859199E+032         -4.0562889324026469E+038          1.7610684542163890E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3282674631938267E+001          1.2702735699002956E+001          9.1373154378863219E-001          1.0004698032884538E+000                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          2.5334088539552686E+021          6.0504289836817855E+020          7.1799434689820576E+021          1.5916487586621450E+020 
                              19          2.7530134980108946E+003          1.0000284377071267E+002          3.1676956291265122E+002          4.1565578511646144E+001          1.1875673850766422E+002          7.6326577930136619E+000          4.5781147105726934E+000          1.4943215912907414E+002          9.2721489631126303E+001         -9.4892225450332390E-001         -9.5062509533889283E-001          3.1616193052866365E+001          1.1065859260638652E+001         -9.8999999999999986E+001         -6.6334409661738949E+000         -8.2472213150261098E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6334409661738949E+000         -8.2472213150261098E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631783517621896E+054          1.2080493119176915E+051          1.1845228255541546E+050          5.7645048533566621E+054         -4.1747371069795855E+038          0.0000000000000000E+000         -2.2530529131669876E+032         -4.1747348560445744E+038          2.1179020856586817E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3318564714296771E+001          1.2702808432782385E+001          8.8464700637329929E-001          9.9789381213859085E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          3.2750051311472345E+021          6.5716776143248163E+020          7.7231768591397290E+021          1.5919153435006776E+020 
                              20          3.1381512613018458E+003          1.0000328891391609E+002          3.1677026793060458E+002          4.1565570238769304E+001          1.1875638995977734E+002          7.5454172908961477E+000          4.5750102901142293E+000          1.4943241481732500E+002          9.2721762455149616E+001         -9.4950615433659336E-001         -9.5065872165310483E-001          3.1616100260115417E+001          1.1065857058158288E+001         -9.8999999999999986E+001         -6.6181020538234732E+000         -8.2427040588328637E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6181020538234732E+000         -8.2427040588328637E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631731166956571E+054          1.2080207665487995E+051          1.1845206646373563E+050          5.7644995895286697E+054         -4.3071953139770322E+038          0.0000000000000000E+000         -2.2530145721544525E+032         -4.3071930633222283E+038          2.3597682730761594E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3364152131848513E+001          1.2711614428663674E+001          8.6230285706835408E-001          9.9703886264730279E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          3.9511591404607232E+021          7.2990051104766060E+020          8.4557755272006499E+021          1.6245233743407494E+020 
                              21          3.4893258198973758E+003          1.0000370445841706E+002          3.1677092606872236E+002          4.1565562624858927E+001          1.1875606448100082E+002          7.4694882618509295E+000          4.5718935292489302E+000          1.4943265340414064E+002          9.2722017223941364E+001         -9.5001435033312498E-001         -9.5069247125839662E-001          3.1616013608980484E+001          1.1065855031114745E+001         -9.8999999999999986E+001         -6.6077487898735914E+000         -8.2386599677822367E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6077487898735914E+000         -8.2386599677822367E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          5.7631682395480652E+054          1.2079940414586757E+051          1.1845186768477281E+050          5.7644946854572087E+054         -4.4007968115466315E+038          0.0000000000000000E+000         -2.2529811995862702E+032         -4.4007945610516408E+038          2.4862092062050823E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.3402061587852149E+001          1.2712427389671957E+001          8.4387208947777814E-001          9.9578609760702852E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.3099632631964337E+021          7.9647678837355132E+020          9.1056271657503388E+021          1.6275671869608736E+020 
