                           1                            2                            3                            4                            5                            6                            7                            8 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days                     compiler                        build             MESA_SDK_version                         date 
                       11701      9.5156784879724952E+001      3.3304874707903728E+001      1.0000000000000000E+002                   "gfortran"                      "8.3.0"      "x86_64-linux-20190503"                   "20210304" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                      lg_mdot_edd                     mdot_edd_eta          lg_accretion_luminosity                          bh_spin                            J_orb                         J_spin_1                         J_spin_2                          J_total                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                   accretion_mode                acc_am_div_kep_am                      lg_t_sync_1                      lg_t_sync_2                P_rot_div_P_orb_1                P_rot_div_P_orb_2                      donor_index                 point_mass_index                      trap_radius                       acc_radius                     t_sync_rad_1                    t_sync_conv_1                     t_sync_rad_2                    t_sync_conv_2 
                              50          2.0776170691464369E+004          1.0017909144878105E+002          4.5775507155580920E+002          6.0002066927258056E+001          1.7126775264881346E+002          1.2748897072990426E+001          7.1678966057579157E+000          2.1590153019883377E+002          1.3402284897917764E+002         -9.4095040891442783E-001         -9.4651735386649227E-001          9.5047699999565012E+001          3.3299079181298268E+001         -9.8999999999999986E+001         -5.2788175993047304E+000         -6.5681938640193938E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2788175993047304E+000         -6.5681938640193938E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6142334253212999E+055          1.0254230638020609E+052          1.3436007924031150E+051          3.6153932084643420E+055         -2.3334934416478929E+040          0.0000000000000000E+000         -8.8195418585594070E+033         -2.3334925611359629E+040          1.4422556813009966E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2221891962302600E+001          1.2804787679742709E+001          9.4624194848414267E-001          7.6708196369860859E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.2602150340242907E+019          2.0928959044567669E+020          2.2837792387952352E+020          2.0132569899503554E+020 
                              51          2.4583513703705277E+004          1.0021204813338935E+002          4.5783035952604138E+002          6.0000213077908093E+001          1.7123157385169253E+002          1.2775078973787164E+001          7.1765572591259268E+000          2.1592971307715018E+002          1.3405122530314875E+002         -9.4083686403444300E-001         -9.4646406817321826E-001          9.5027621417211677E+001          3.3298050149663595E+001         -9.8999999999999986E+001         -5.2778889589311389E+000         -6.5681932790357136E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2778889589311389E+000         -6.5681932790357136E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6139525813770615E+055          1.0238148143347922E+052          1.3432793921389273E+051          3.6151107241306104E+055         -2.3373918354080640E+040          0.0000000000000000E+000         -8.8105655390561790E+033         -2.3373909557286680E+040          1.3771579678797845E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2218527957033906E+001          1.2806411369303467E+001          9.5209958478930623E-001          7.6899512021010763E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.2196272877059670E+019          2.0606418125116155E+020          2.2883030223354882E+020          2.0207980083510316E+020 
                              52          2.9152325318394367E+004          1.0025171047701524E+002          4.5792094948849348E+002          5.9997987747655912E+001          1.7118805276728870E+002          1.2804003245085267E+001          7.1866382236789956E+000          2.1596361741928183E+002          1.3408537490381607E+002         -9.4071222089123008E-001         -9.4640251982116452E-001          9.5003467851502890E+001          3.3296814865274733E+001         -9.8999999999999986E+001         -5.2768219979696163E+000         -6.5680362982300808E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2768219979696163E+000         -6.5680362982300808E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6136148824442191E+055          1.0218848001237325E+052          1.3428937285583966E+051          3.6147710566171983E+055         -2.3421510553163764E+040          0.0000000000000000E+000         -8.7997817199016868E+033         -2.3421501766443657E+040          1.3061613447533997E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2214654124820402E+001          1.2799780008534311E+001          9.5880203168804579E-001          7.7100153521432369E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.1732761379396067E+019          2.0370508301590148E+020          2.2753212663183111E+020          1.9901762737469302E+020 
                              53          3.4634899256021279E+004          1.0029946289882872E+002          4.5802999314337148E+002          5.9995315969548784E+001          1.7113568280913341E+002          1.2836249071546407E+001          7.1982348251932953E+000          2.1600441945743634E+002          1.3412648887105195E+002         -9.4057413684502977E-001         -9.4633248893800825E-001          9.4974403078362784E+001          3.3295331681707950E+001         -9.8999999999999986E+001         -5.2756175597579960E+000         -6.5677895922760756E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2756175597579960E+000         -6.5677895922760756E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6132086865236197E+055          1.0195690479650167E+052          1.3424307591299994E+051          3.6143624986474978E+055         -2.3476833740869590E+040          0.0000000000000000E+000         -8.7868248544337242E+033         -2.3476824966253699E+040          1.2208962531537449E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2211120242717131E+001          1.2796836191427928E+001          9.6659390694480474E-001          7.7315316235503040E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.1313516600246403E+019          1.9857013497844908E+020          2.2636544843818454E+020          1.9767317017669930E+020 
                              54          4.1213987981173574E+004          1.0035698425267331E+002          4.5816130915197857E+002          5.9992107682049095E+001          1.7107264101404172E+002          1.2871622590201071E+001          7.2114351254881539E+000          2.1605354327955200E+002          1.3417601130608710E+002         -9.4042392272388486E-001         -9.4625391636484724E-001          9.4939415240383994E+001          3.3293550556131244E+001         -9.8999999999999986E+001         -5.2742486365701380E+000         -6.5674712032060194E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2742486365701380E+000         -6.5674712032060194E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6127199214027281E+055          1.0167912223598762E+052          1.3418748097094265E+051          3.6138709001060588E+055         -2.3540892665311999E+040          0.0000000000000000E+000         -8.7712555673667247E+033         -2.3540883905310000E+040          1.1253568667666361E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2206947333948593E+001          1.2793869603552523E+001          9.7560103530070286E-001          7.7537786117366059E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.0822832965711692E+019          1.9526650985995207E+020          2.2477617613776667E+020          1.9632750137475681E+020 
                              55          4.9108894451356326E+004          1.0042631114937869E+002          4.5831952504919542E+002          5.9988254481489264E+001          1.7099672223237533E+002          1.2910560191843199E+001          7.2263674783665222E+000          2.1611271343489150E+002          1.3423569328808134E+002         -9.4026006158248177E-001         -9.4616657238207036E-001          9.4897280299257019E+001          3.3291411238029141E+001         -9.8999999999999986E+001         -5.2727045979107281E+000         -6.5670716233305964E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2727045979107281E+000         -6.5670716233305964E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6121315676410950E+055          1.0134604625835059E+052          1.3412069109677691E+051          3.6132791487947754E+055         -2.3614568224806161E+040          0.0000000000000000E+000         -8.7525454509563903E+033         -2.3614559482416833E+040          1.0156120638931448E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2203721658258054E+001          1.2786532880412352E+001          9.8591432156164194E-001          7.7776453234384746E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.0446750210192466E+019          1.9027512847288743E+020          2.2362289813581618E+020          1.9303871426492953E+020 
                              56          5.8582782215575629E+004          1.0050992038687687E+002          4.5851026148544651E+002          5.9983625758849655E+001          1.7090525380771237E+002          1.2952948421785832E+001          7.2431722303762252E+000          2.1618402285309313E+002          1.3430766327028724E+002         -9.4008369235228839E-001         -9.4607029819437993E-001          9.4846514648128775E+001          3.3288841111845748E+001         -9.8999999999999986E+001         -5.2709582745129859E+000         -6.5665737893408842E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2709582745129859E+000         -6.5665737893408842E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6114230015650784E+055          1.0094681224404783E+052          1.3404042137934009E+051          3.6125665101088983E+055         -2.3699576449585946E+040          0.0000000000000000E+000         -8.7300593160896541E+033         -2.3699567728459379E+040          8.9327476299434449E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2199146241661921E+001          1.2782484759209781E+001          9.9783518390396186E-001          7.8047226315419449E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9918069060034257E+019          1.8608684432043455E+020          2.2166935307425160E+020          1.9124773266684019E+020 
                              57          6.9951447532638791E+004          1.0061082799841077E+002          4.5874035248158253E+002          5.9978064010076103E+001          1.7079499474064249E+002          1.2999015216584231E+001          7.2619610692377474E+000          2.1627001397912440E+002          1.3439451130184727E+002         -9.3989450975002486E-001         -9.4596534487239936E-001          9.4785319095444919E+001          3.3285752574628987E+001         -9.8999999999999986E+001         -5.2689896200038895E+000         -6.5659566425083842E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2689896200038895E+000         -6.5659566425083842E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6105692080827205E+055          1.0046857502745287E+052          1.3394392813683163E+051          3.6117078377611322E+055         -2.3797526431903790E+040          0.0000000000000000E+000         -8.7030336129632724E+033         -2.3797517736408931E+040          7.5387547570011173E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2195899509150923E+001          1.2775851848444907E+001          1.0116095663888529E+000          7.8344645023272486E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9546279131321213E+019          1.8181382288992607E+020          2.2047254967018963E+020          1.8834902843880551E+020 
                              58          8.3593845913114579E+004          1.0073271686916793E+002          4.5901812801925939E+002          5.9971379027071137E+001          1.7066200724575489E+002          1.3048803647959707E+001          7.2828606230183404E+000          2.1637378254593202E+002          1.3449939738120636E+002         -9.3969323134058680E-001         -9.4585209476904342E-001          9.4711507500766913E+001          3.3282039782730081E+001         -9.8999999999999986E+001         -5.2667661392592455E+000         -6.5651901196871734E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2667661392592455E+000         -6.5651901196871734E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6095397798247764E+055          9.9896119583243648E+051          1.3382788826708864E+051          3.6106725689088761E+055         -2.3910784325460392E+040          0.0000000000000000E+000         -8.6705510058633076E+033         -2.3910775660903560E+040          5.9941749526080591E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2193637144328926E+001          1.2765433149479323E+001          1.0276694755493545E+000          7.8675111376676121E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9288849412932633E+019          1.7723204855580426E+020          2.1855482190535783E+020          1.8388431460811670E+020 
                              59          9.9964723969685525E+004          1.0088009649615056E+002          4.5935376568271596E+002          5.9963340778290600E+001          1.7050149884892903E+002          1.3103074452031697E+001          7.3060612174259871E+000          2.1649910636357993E+002          1.3462618660682887E+002         -9.3947746634100693E-001         -9.4573075713150001E-001          9.4622419021038652E+001          3.3277574656701539E+001         -9.8999999999999986E+001         -5.2642504256650922E+000         -6.5642382521462643E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2642504256650922E+000         -6.5642382521462643E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6082976777586820E+055          9.9211589349058337E+051          1.3368828916567797E+051          3.6094234819413385E+055         -2.4042176149234159E+040          0.0000000000000000E+000         -8.6315095923933249E+033         -2.4042167521973056E+040          4.2484914018697436E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2192166000511875E+001          1.2761926737749526E+001          1.0464317371523599E+000          7.9038217622605123E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9122169165881983E+019          1.7076051032927574E+020          2.1747493830559508E+020          1.8240564462014074E+020 
                              60          1.1960977763757066E+005          1.0105851147475107E+002          4.5975974696018619E+002          5.9953670587028377E+001          1.7030761952590186E+002          1.3162283843436560E+001          7.3316730633323060E+000          2.1665061175897407E+002          1.3477962517493168E+002         -9.3924649583690201E-001         -9.4560251184986988E-001          9.4514805343842696E+001          3.3272201918834540E+001         -9.8999999999999986E+001         -5.2613857479494976E+000         -6.5630575674983902E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2613857479494976E+000         -6.5630575674983902E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6067976411152581E+055          9.8393970268052018E+051          1.3352026473101482E+051          3.6079151010826693E+055         -2.4195639926285073E+040          0.0000000000000000E+000         -8.5845860903192167E+033         -2.4195631344047283E+040          2.3482978132054019E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2191824117323740E+001          1.2753501425926414E+001          1.0682293092870410E+000          7.9428999311888715E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9083514667670307E+019          1.6521272375735806E+020          2.1566058334370034E+020          1.7890107977591819E+020 
                              61          1.4318384203903284E+005          1.0127480674456672E+002          4.6025143313031037E+002          5.9942030062115073E+001          1.7007321001732140E+002          1.3226853908091883E+001          7.3598921558028207E+000          2.1683398303747123E+002          1.3496556307819336E+002         -9.3900008788840938E-001         -9.4546836994605210E-001          9.4384690731138051E+001          3.3265732849007208E+001         -9.8999999999999986E+001         -5.2581083922830647E+000         -6.5615926266832920E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2581083922830647E+000         -6.5615926266832920E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6049841866102708E+055          9.7418521384046248E+051          1.3331789347795354E+051          3.6060916897175892E+055         -2.4375900203137828E+040          0.0000000000000000E+000         -8.5281915891126890E+033         -2.4375891675227254E+040          2.8101942905357952E+029          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2192449400355812E+001          1.2742582402242062E+001          1.0945961844873044E+000          7.9852510016033362E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9154234409176531E+019          1.5889549215712494E+020          2.1448484252842839E+020          1.7445922469543163E+020 
                              62          1.7147271932078744E+005          1.0153747242945016E+002          4.6084780752149703E+002          5.9928007258375658E+001          1.6978948306616894E+002          1.3297820201918784E+001          7.3910717539296815E+000          2.1705623130540428E+002          1.3519124222255044E+002         -9.3873559804321682E-001         -9.4532876810346500E-001          9.4227194691684190E+001          3.3257937449629814E+001         -9.8999999999999986E+001         -5.2543460746058903E+000         -6.5597773416200047E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2543460746058903E+000         -6.5597773416200047E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6027890507944095E+055          9.6257392347015135E+051          1.3307397536903369E+051          3.6038846986932492E+055         -2.4588619598952342E+040          0.0000000000000000E+000         -8.4604198845753787E+033         -2.4588611136564581E+040         -1.9678732969501086E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2193962939748287E+001          1.2734539487575748E+001          1.1262225257427920E+000          8.0305662560826552E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9325838384008831E+019          1.5279423971114418E+020          2.1403427526395730E+020          1.7125806134048860E+020 
                              63          2.0541937205889294E+005          1.0185711620907273E+002          4.6157248483062489E+002          5.9911099165571763E+001          1.6944559549195930E+002          1.3376841649320740E+001          7.4253992951691412E+000          2.1732605790167366E+002          1.3546569013293467E+002         -9.3844805460294622E-001         -9.4518612581619399E-001          9.4036293837342399E+001          3.3248534486216300E+001         -9.8999999999999986E+001         -5.2499890857283456E+000         -6.5575322114392627E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2499890857283456E+000         -6.5575322114392627E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.6001277669207678E+055          9.4878370819813474E+051          1.3277969600148107E+051          3.6012093303249674E+055         -2.4841779849861312E+040          0.0000000000000000E+000         -8.3789852018126508E+033         -2.4841771466547406E+040         -4.3287023254325951E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2199091123731952E+001          1.2720306293574557E+001          1.1648161482555712E+000          8.0791806659914289E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          4.9911734174000234E+019          1.4540603202614033E+020          2.1386392581182416E+020          1.6573637262120160E+020 
                              64          2.4535684354103194E+005          1.0223943054830539E+002          4.6243772097771313E+002          5.9891088284190502E+001          1.6903628008893477E+002          1.3464075335925257E+001          7.4627761930557028E+000          2.1764789260611607E+002          1.3579367176373862E+002         -9.3813826922601262E-001         -9.4504326971848984E-001          9.3809059475987397E+001          3.3237401225211997E+001         -9.8999999999999986E+001         -5.2449065613319723E+000         -6.5547581747522514E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2449065613319723E+000         -6.5547581747522514E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5969586806750093E+055          9.3277394438068073E+051          1.3243123351357118E+051          3.5980238858529037E+055         -2.5144439393860766E+040          0.0000000000000000E+000         -8.2819140280503229E+033         -2.5144431105143825E+040         -6.8029089082735457E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2205307372755618E+001          1.2709939461576875E+001          1.2102442874090340E+000          8.1304999926041732E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.0631280208653255E+019          1.3839104819170307E+020          2.1456253885989228E+020          1.6182700534323967E+020 
                              65          2.8116164732146577E+005          1.0258863967685326E+002          4.6322663718012245E+002          5.9873005518296353E+001          1.6866431930682208E+002          1.3539646379481098E+001          7.4942689677760654E+000          2.1794104278499199E+002          1.3609299693108852E+002         -9.3787472884197165E-001         -9.4493273616738083E-001          9.3602569138082345E+001          3.3227342697990778E+001         -9.8999999999999986E+001         -5.2390415630606624E+000         -6.5514069024446044E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2390415630606624E+000         -6.5514069024446044E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5940785437436362E+055          9.1864162358133341E+051          1.3211642081425904E+051          3.5951293017880316E+055         -2.5489440468969224E+040          0.0000000000000000E+000         -8.1783473052114709E+033         -2.5489432281957990E+040         -8.6639317531302602E+030          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2217370930974788E+001          1.2698569296424479E+001          1.2497979869065923E+000          8.1732060413505858E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.2057399199139430E+019          1.3017387189441282E+020          2.1684323264972154E+020          1.5764522920914452E+020 
                              66          3.1494887759346579E+005          1.0292374818308379E+002          4.6398244229023123E+002          5.9855819392043053E+001          1.6830908247691809E+002          1.3609434557235485E+001          7.5226390832877312E+000          2.1822162918084453E+002          1.3638000004231091E+002         -9.3763480454104264E-001         -9.4484059920110064E-001          9.3405365576472462E+001          3.3217783674626240E+001         -9.8999999999999986E+001         -5.2338378374049590E+000         -6.5483390685615923E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2338378374049590E+000         -6.5483390685615923E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5913270927757491E+055          9.0546991337768961E+051          1.3181730937810882E+051          3.5923643799985046E+055         -2.5804630832363355E+040          0.0000000000000000E+000         -8.0836423569463293E+033         -2.5804622738550900E+040         -1.0170098172903361E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2228639102598978E+001          1.2687995044542069E+001          1.2903742811468317E+000          8.2102304098969414E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.3425751340442788E+019          1.2400011811164129E+020          2.1878230471174046E+020          1.5385321659040563E+020 
                              67          3.4765516366567905E+005          1.0325333217888931E+002          4.6472459023175895E+002          5.9839069904256299E+001          1.6796131979024307E+002          1.3676193438726798E+001          7.5489972098830576E+000          2.1849690093288424E+002          1.3666204363337894E+002         -9.3740783791286941E-001         -9.4476156649512255E-001          9.3212312233026850E+001          3.3208467727064566E+001         -9.8999999999999986E+001         -5.2289539036037889E+000         -6.5454041957941609E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2289539036037889E+000         -6.5454041957941609E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5886324444167331E+055          8.9289289157456088E+051          1.3152586935409519E+051          3.5896568631776619E+055         -2.6107142071821219E+040          0.0000000000000000E+000         -7.9933236586413167E+033         -2.6107134067040643E+040         -1.1456915276687328E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2239114961237599E+001          1.2680624817321091E+001          1.3269488918248449E+000          8.2436659223382625E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.4730132192255508E+019          1.1770199313650252E+020          2.2132413663615441E+020          1.5126426908719035E+020 
                              68          3.7973019931649067E+005          1.0358159771232407E+002          4.6546259308108648E+002          5.9822534311349969E+001          1.6761653242830670E+002          1.3741176442684068E+001          7.5741025835356917E+000          2.1877039724352824E+002          1.3694273262175014E+002         -9.3718905018311127E-001         -9.4469146015615046E-001          9.3020910916836641E+001          3.3199270706639005E+001         -9.8999999999999986E+001         -5.2242222278372425E+000         -6.5425199967513930E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2242222278372425E+000         -6.5425199967513930E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5859595834879489E+055          8.8068702895843050E+051          1.3123822633129457E+051          3.5869715087432388E+055         -2.6405699642733011E+040          0.0000000000000000E+000         -7.9053724888475473E+033         -2.6405691724787285E+040         -1.2573238781659450E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2248473752476142E+001          1.2668257467893902E+001          1.3674690067238997E+000          8.2743989919645344E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.5922333913208455E+019          1.1365312673122869E+020          2.2323377280548399E+020          1.4701748997199171E+020 
                              69          4.1139437264724891E+005          1.0391064153420922E+002          4.6620117233698528E+002          5.9806103171485020E+001          1.6727250348433313E+002          1.3805450309724336E+001          7.5981333148386927E+000          2.1904387140060618E+002          1.3722385966362671E+002         -9.3697403985124184E-001         -9.4462964871077237E-001          9.2829930593735867E+001          3.3190131616645210E+001         -9.8999999999999986E+001         -5.2195795304663175E+000         -6.5396652003105729E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2195795304663175E+000         -6.5396652003105729E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5832911999353260E+055          8.6879413595676180E+051          1.3095246802239255E+051          3.5842909465393052E+055         -2.6703523203634817E+040          0.0000000000000000E+000         -7.8188157827709648E+033         -2.6703515371312026E+040         -1.3507009191834863E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2259748494974822E+001          1.2663619258199301E+001          1.4101266149918523E+000          8.3026895464318995E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.7393145952617300E+019          1.0771548215476334E+020          2.2632088225120446E+020          1.4545571653883504E+020 
                              70          4.4275676264025510E+005          1.0424153145674219E+002          4.6694271593284736E+002          5.9789721706366763E+001          1.6692812464196146E+002          1.3869343472365781E+001          7.6214975276181942E+000          2.1931820757256290E+002          1.3750633387893575E+002         -9.3676155014272122E-001         -9.4457348027089150E-001          9.2638755822762050E+001          3.3181019925474445E+001         -9.8999999999999986E+001         -5.2149785724109510E+000         -6.5368101595309538E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2149785724109510E+000         -6.5368101595309538E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5806185801991648E+055          8.5717792430878019E+051          1.3066763746793675E+051          3.5816064257609412E+055         -2.7003277799173238E+040          0.0000000000000000E+000         -7.7331787456874025E+033         -2.7003270051684901E+040         -1.4309591957668455E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2270524725075770E+001          1.2656977026283043E+001          1.4535173955847041E+000          8.3296614563101223E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          5.8835068164975755E+019          1.0329647742402806E+020          2.2870974294828542E+020          1.4324799835482518E+020 
                              71          4.7387207458031096E+005          1.0457482538952237E+002          4.6768845682581417E+002          5.9773362989911263E+001          1.6658283390135136E+002          1.3933066426506025E+001          7.6441289956940031E+000          2.1959385915640325E+002          1.3779062760174270E+002         -9.3655074654623027E-001         -9.4452359257853247E-001          9.2447074525391926E+001          3.3171920620788541E+001         -9.8999999999999986E+001         -5.2103944190855564E+000         -6.5339659518522781E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.2103944190855564E+000         -6.5339659518522781E+000          1.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000         -9.8999999999999986E+001          0.0000000000000000E+000          3.5779372927499646E+055          8.4580999808098203E+051          1.3038327434450228E+051          3.5789134860223902E+055         -2.7305974489858585E+040          0.0000000000000000E+000         -7.6482272737633134E+033         -2.7305966826575569E+040         -1.5055746793555212E+031          0.0000000000000000E+000          0.0000000000000000E+000                                2          1.0000000000000000E+000          1.2279579339749988E+001          1.2648394202064695E+001          1.5016781037028006E+000          8.3551935660557708E-001                                1                                0          0.0000000000000000E+000          0.0000000000000000E+000          6.0074598318446969E+019          9.8729818300061516E+019          2.3243255504684646E+020          1.4044482391678201E+020 
